번호,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,자료상태,소장처
14345,KM00006887,사랑하라 한번도 상처받지 않은 것처럼,류시화 엮음,오래된미래,2005,811.6 류58ㅅ c.2,2010-01-30,대출가능,도서관
14346,KM00006885,(잠언시집) 지금 알고 있는 걸 그때도 알았더라면,류시화 엮음,열림원,1998,811.6 류59ㅈ c.2,2010-01-30,대출가능,도서관
14347,KM00006884,축복,장영희 씀;김점선 그림,비채,2008,841 장64,2010-01-30,대출가능,도서관
14348,KM00006883,열국지. 6,고우영 글.그림,자음과모음,2005,823.5 고66ㅇ v.6,2010-01-30,대출가능,도서관
14349,KM00006882,열국지. 5,고우영 글.그림,자음과모음,2005,823.5 고66ㅇ v.5,2010-01-30,대출가능,도서관
14350,KM00006881,열국지. 4,고우영 글.그림,자음과모음,2005,823.5 고66ㅇ v.4,2010-01-30,대출가능,도서관
14351,KM00006880,열국지. 3,고우영 글.그림,자음과모음,2005,823.5 고66ㅇ v.3,2010-01-30,대출가능,도서관
14352,KM00006879,열국지. 2,고우영 글.그림,자음과모음,2005,823.5 고66ㅇ v.2,2010-01-30,대출가능,도서관
14353,KM00006878,열국지. 1,고우영 글;그림,자음과모음,2005,823.5 고66ㅇ v.1,2010-01-30,대출가능,도서관
14354,KM00006877,아돌프에게 고한다. 5,데즈카오사무 지음;장성주 옮김,세미콜론(사이언스 북스),2009,833.6 데77ㅇ v.5,2010-01-30,대출가능,도서관
14355,KM00006876,아돌프에게 고한다. 4,데즈카오사무 지음;장성주 옮김,세미콜론(사이언스 북스),2009,833.6 데77ㅇ v.4,2010-01-30,대출가능,도서관
14356,KM00006875,아돌프에게 고한다. 3,데즈카오사무 지음;장성주 옮김,세미콜론(사이언스 북스),2009,833.6 데77ㅇ v.3,2010-01-30,대출가능,도서관
14357,KM00006874,아돌프에게 고한다. 2,데즈카오사무 지음;장성주 옮김,세미콜론(사이언스 북스),2009,833.6 데77ㅇ v.2,2010-01-30,대출가능,도서관
14358,KM00006873,아돌프에게 고한다. 1,데즈카오사무 지음;장성주 옮김,세미콜론,2009,833.6 데77ㅇ v.1,2010-01-30,대출가능,도서관
14359,KM00006871,공무도하,김훈 지음,문학동네,2009,813.6 김96ㄱ c.2,2010-01-30,대출가능,도서관
14360,KM00006870,칼의 노래,김훈 지음,생각의나무,2008,813.6 김96ㅋ,2010-01-30,대출가능,도서관
14361,KM00006869,저 반짝이는 별들로 부터,필립 K. 딕;낸시 크레스 외 지음;정소연 옮김,창비,2010,843 딕898ㅈ v.24,2010-01-30,대출가능,도서관
14362,KM00006868,다른 늑대도 있다,어슬러 K. 르 귄 지음;해리터틀도브 외 그림,창비,2009,843 귄64ㄷ v.23,2010-01-30,대출가능,도서관
14363,KM00006866,걱정의 반대말,벤니 린데라우프 지음;김영진 옮김,창비,2009,859.3 린24ㄱ v.21,2010-01-30,대출가능,도서관
14364,KM00006865,바람이 노래한다,권하은 지음,창비(창작과비평사),2009,813.6 권92ㅂ v.20,2010-01-30,대출가능,도서관
14365,KM00006864,넌 네가 누구라고 생각해?,존 업다이크;조이스 캐럴 오츠 [외]지음;이은선 옮김,창비,2009,843 업22ㄴ v.19,2010-01-30,대출가능,도서관
14366,KM00006863,나비를 잡는 아버지,현덕 지음;원종찬 엮음,창비,2009,808.3 창48 v.18,2010-01-30,대출가능,도서관
14367,KM00006862,비트 키즈,카제노 우시오 지음;양억관 옮김,창비,2009,833.6 카74ㅂ v.17,2010-01-30,대출가능,도서관
14368,KM00006861,위저드 베이커리,구병모 지음,창비,2009,813.6 구44ㅇ v.16,2010-01-30,대출가능,도서관
14369,KM00006860,나는 죽지 않겠다,공선옥 지음,창비,2009,813.6 공54ㄴ v.15,2010-01-30,대출가능,도서관
14370,KM00006859,나는 치즈다,로버트 코마이어 지음;김연수 옮김,창비,2008,843 코32ㄴ v.14,2010-01-30,대출가능,도서관
14371,KM00006858,붉은 지하철,끌로딘느 갈레아 지음;조현실 옮김,창비,2008,863 갈294ㅂ v.13,2010-01-30,대출가능,도서관
14372,KM00006857,스프링벅,배유안 지음,창비,2008,813.6 배66ㅅ v.12,2010-01-30,대출가능,도서관
14373,KM00006856,보헤미아의 여름,요제프 홀루프 지음;류소연 옮김,창비,2008,853 홀296ㅂ v.11,2010-01-30,대출가능,도서관
14374,KM00006855,몬스터,월터 딘 마이어스 지음;이은선 옮김,창비,2008,843 마68ㅁ v.10,2010-01-30,대출가능,도서관
14375,KM00006854,비트 키즈,카제노 우시오 지음;양억관 옮김,창비,2008,833.6 카74ㅂ v.9,2010-01-30,대출가능,도서관
14376,KM00006853,완득이,김려령 지음,창비,2008,813.6 김294ㅇ v.8,2010-01-30,대출가능,도서관
14377,KM00006852,마츠가 돌아오지 않던 밤,마르타 헤센 지음;김영진 옮김,창비,2008,859.3 헤54ㅁ v.7,2010-01-30,대출가능,도서관
14378,KM00006851,호기심,"김리리, 박정애, 신여랑, 이금이, 이용포, 이혜경, 임태희",창비,2008,813.6 김298ㅎ v.6,2010-01-30,대출가능,도서관
14379,KM00006850,잃어버린 개념을 찾아서,김보영 [외]지음;박상준 엮음,창비,2007,813.6 김45ㅇ v.5,2010-01-30,대출가능,도서관
14380,KM00006849,라일락 피면,공선옥;방미진 [외]지음;원종찬 엮음,창비,2007,813.6 공54ㄹ v.4,2010-01-30,대출가능,도서관
14381,KM00006848,할머니의 연애시대,벌리 도허티 지음;선우미정 옮김,창비,2007,843 도94ㅎ v.3,2010-01-30,대출가능,도서관
14382,KM00006847,구덩이,루이스 쌔커 지음;김영선 옮김,창비,2007,843 쌔874ㄱ v.2,2010-01-30,대출가능,도서관
14383,KM00006846,우리들의 스캔들,이현 지음,창비,2007,813.6 이94ㅇ v.1,2010-01-30,대출가능,도서관
14384,KM00006844,슬픔이여 안녕,프랑소와즈 사강 지음;노재연 옮김,상서각출판사,2007,863 사12ㅅ,2010-01-30,대출가능,도서관
14385,KM00006840,생각,이어령 지음,생각의나무,2009,818 이64ㅅ,2010-01-30,대출가능,도서관
14386,KM00006839,청춘의 독서,유시민 지음,웅진지식하우스,2009,029.1 유58ㅊ c.3,2010-01-30,대출가능,도서관
14387,KM00006836,(컴퓨터의사 안철수) 네 꿈에 미쳐라,김상훈 지음,미래를 소유한 사람들,2007,818 김52ㄴ,2010-01-30,대출가능,도서관
14388,KM00006835,나는 런던에서 사람 책을 읽는다,김수정 지음,달,2009,814.6 김56ㄴ,2010-01-30,대출가능,도서관
14389,KM00006834,호주에서 보내온 희망편지,정원준 글.사진,울림사,2009,818 정66ㅎ,2010-01-30,대출가능,도서관
14390,KM00006833,켈리에게 햇살을,프리실라 커밍스 지음;최순희 옮김,주니어김영사,2009,843 커38ㅋ,2010-01-30,대출가능,도서관
14391,KM00006832,오프라 윈프리 이야기,주디 L. 해즈데이 지음;권오열 옮김,명진출판,2010,998.68 윈897ㅎ c.2,2010-01-30,대출가능,도서관
14392,KM00006831,오프라 윈프리 이야기,주디 L. 해즈데이 지음;권오열 옮김,명진출판,2010,998.68 윈897ㅎ,2010-01-30,대출가능,도서관
14393,KM00006829,스티브 잡스 이야기,짐 코리건 지음;권오열 옮김,명진출판,2009,998.32 잡57ㅋ,2010-01-30,대출가능,도서관
14394,KM00006828,워런 버핏 이야기,앤 재닛 존슨 지음;권오열 옮김,명진출판,2009,998.32 버898ㅈ c.2,2010-01-30,대출가능,도서관
14395,KM00006827,워런 버핏 이야기,앤 재닛 존슨 지음;권오열 옮김,명진출판,2009,998.32 버898ㅈ,2010-01-30,대출가능,도서관
14396,KM00006824,초정리 편지,배유안 지음;홍선주 그림,창비,2007,813.6 배66ㅊ c.2,2010-01-30,대출가능,도서관
14397,KM00006823,초정리 편지,배유안 지음;홍선주 그림,창비,2007,813.6 배66ㅊ,2010-01-30,대출가능,도서관
14398,KM00006820,씁쓸한 초콜릿,미리암 프레슬러 지음;정지현 옮김,낭기열라,2006,853 프294ㅆ,2010-01-30,대출가능,도서관
14399,KM00006819,국어시간에 생활글 읽기. 1,전국국어교사모임 엮음,나라말,2009,818 전16ㄱ v.1,2010-01-30,대출가능,도서관
14400,KM00006818,국어시간에 시읽기. 3,전국국어교사모임 엮음,나라말,2009,811.6 전16ㄱ v.3,2010-01-30,대출가능,도서관
14401,KM00006817,국어시간에 시읽기. 2,이명주 엮음,나라말,2004,811.6 전16ㄱ v.2,2010-01-30,대출가능,도서관
14402,KM00006816,국어시간에 소설 읽기. 3,서미선 [외] 엮음,나라말,2007,813.6 나292 v.3,2010-01-30,대출가능,도서관
14403,KM00006815,국어시간에 소설읽기. 2,성하성 [외] 엮음,나라말,2001,813.6 나292 v.2 c.3,2010-01-30,대출가능,도서관
14404,KM00006814,창경궁 동무,배유안 지음,생각과느낌,2009,813.6 배66ㅊ c.2,2010-01-30,대출가능,도서관
14405,KM00006813,창경궁 동무,배유안 지음,생각과느낌,2009,813.6 배66ㅊ,2010-01-30,대출가능,도서관
14406,KM00006812,핵 폭발 뒤 최후의 아이들,구드룬 파우제방 지음;최혜란 그림;함미라 옮김,보물창고,2006,853 파66ㅎ,2010-01-30,대출가능,도서관
14407,KM00006809,"괜찮아, 이제 시작이야",김태광 지음,하늘아래,2009,199.5 김883ㄱ,2010-01-30,대출가능,도서관
14408,KM00006806,큰발 중국 아가씨,렌세이 나미오카 글;최인자 옮김,달리,2006,843 나38ㅋ c.2,2010-01-30,대출가능,도서관
14409,KM00006805,큰발 중국 아가씨,렌세이 나미오카 글;최인자 옮김,달리,2006,843 나38ㅋ,2010-01-30,대출가능,도서관
14410,KM00006804,우동 한 그릇,구리료헤이 원작;최영혁 옮김,청조사,2009,833.6 구298ㅇ,2010-01-30,대출가능,도서관
14411,KM00006803,있는 그대로가 아름답습니다,이철수  지음 ,삼인,2008,814.6 이83ㅇ,2010-01-30,대출가능,도서관
14412,KM00006801,"그건, 사랑이었네",한비야 지음,푸른숲,2009,814.6 한48ㄱ c.2,2010-01-30,대출가능,도서관
14413,KM00006798,무지개,요시모토바나나 지음;김난주 옮김,민음사,2009,833.6 요58ㅁ c.2,2010-01-30,대출가능,도서관
14414,KM00006797,무지개,요시모토바나나 지음;김난주 옮김,민음사,2009,833.6 요58ㅁ,2010-01-30,대출가능,도서관
14415,KM00006796,"꼬마 꾸뻬, 인생을 배우다",프랑수아 를로르 지음;강미란 옮김,열림원,2009,863 를295ㄲ c.2,2010-01-30,대출가능,도서관
14416,KM00006795,"꼬마 꾸뻬, 인생을 배우다",프랑수아 를로르 지음;강미란 옮김,열림원,2009,863 를295ㄲ,2010-01-30,대출가능,도서관
14417,KM00006794,마음 가는 대로,수산나 타마로 지음;최정화 옮김,밀리언하우스,2009,883 타32ㅁ c.2,2010-01-30,대출가능,도서관
14418,KM00006792,너는 모른다,정이현 지음,문학동네,2009,813.6 정68ㄴ c.2,2010-01-30,대출가능,도서관
14419,KM00006791,너는 모른다,정이현 지음,문학동네,2009,813.6 정68ㄴ,2010-01-30,대출가능,도서관
14420,KM00006790,오 해피 데이,오쿠다히데오 지음;김난주 옮김,재인,2009,833.6 오876ㅇ c.2,2010-01-30,대출가능,도서관
14421,KM00006789,오 해피 데이,오쿠다히데오 지음;김난주 옮김,재인,2009,833.6 오876ㅇ,2010-01-30,대출가능,도서관
14422,KM00006785,도가니,공지영 지음,창비,2009,813.6 공78ㄷ,2010-01-30,대출가능,도서관
14423,KM00006784,(만화) 헤겔 역사철학 강의,심옥숙 글;배광선 그림,주니어김영사,2009,082 서66 v.50,2010-01-30,대출가능,도서관
14424,KM00006783,(만화) 명심보감,김세라 글;김문선 그림,주니어김영사,2009,082 서66 v.49,2010-01-30,대출가능,도서관
14425,KM00006782,(만화) 비트겐슈타인 철학적 탐구,김면수 글;이남고 그림,주니어김영사,2009,082 서66 v.48,2010-01-30,대출가능,도서관
14426,KM00006781,(만화) 예링 권리를 위한 투쟁,윤지근 글;청강만화스튜디오 그림,주니어김영사,2009,082 서66 v.47,2010-01-30,대출가능,도서관
14427,KM00006780,(만화) 하이데거 존재와 시간,임선희 글;최복기 그림,주니어김영사,2009,082 서66 v.46,2010-01-30,대출가능,도서관
14428,KM00006779,(만화) 법구경,전재성 글;마정원 그림,주니어김영사,2009,082 서66 v.45,2010-01-30,대출가능,도서관
14429,KM00006778,(만화) 신채호 조선상고사,김대현 글;최정규 그림,주니어김영사,2009,082 서66 v.44,2010-01-30,대출가능,도서관
14430,KM00006777,(만화) 박제가 북학의,곽은우 글;이상윤 그림,주니어김영사,2009,082 서66 v.43,2010-01-30,대출가능,도서관
14431,KM00006776,(만화) 니체 차라투스트라는 이렇게 말했다,김면수 글;정상혁 그림,주니어김영사,2009,082 서66 v.42,2010-01-30,대출가능,도서관
14432,KM00006775,(만화) 논어,서기남 글;신명환 그림,주니어김영사,2009,082 서66 v.41,2010-01-30,대출가능,도서관
14433,KM00006774,(만화) 최한기 기학,구태환 글;이주한 그림,주니어김영사,2009,082 서66 v.40,2010-01-30,대출가능,도서관
14434,KM00006773,(만화) 맹자,허경대 글;정민희 그림,주니어김영사,2009,082 서66 v.39,2010-01-30,대출가능,도서관
14435,KM00006772,(만화) 김구 백범일지,김세라 글;팽현준 그림,주니어김영사,2009,082 서66 v.38,2010-01-30,대출가능,도서관
14436,KM00006771,(만화) 김부식 삼국사기,김대현 글;이인섭 그림,주니어김영사,2009,082 서66 v.37,2010-01-30,대출가능,도서관
14437,KM00006770,(만화) 간디 자서전,서기남 글;박수로 그림,주니어김영사,2009,082 서66 v.36,2010-01-30,대출가능,도서관
14438,KM00006769,(만화) 한비자,권오경 글;유대수 그림,주니어김영사,2009,082 서66 v.35,2010-01-30,대출가능,도서관
14439,KM00006768,(만화) 쑨원 삼민주의,곽은우 글;조명원 그림,주니어김영사,2009,082 서66 v.34,2010-01-30,대출가능,도서관
14440,KM00006767,(만화) 일연 삼국유사,한지영 글;이진영 그림,주니어김영사,2009,082 서66 v.33,2010-01-30,대출가능,도서관
14441,KM00006766,(만화) 키케로 의무론,윤지근 글;권오영 그림,주니어김영사,2009,082 서66 v.32,2010-01-30,대출가능,도서관
14442,KM00006765,(만화) 마르크스 자본론,최성희 글;손영목 그림,주니어김영사,2009,082 서66 v.31,2010-01-30,대출가능,도서관
14443,KM00006764,(만화) 아리스토텔레스 정치학,신승현 글;박종호 그림,주니어김영사,2009,082 서66 v.30,2010-01-30,대출가능,도서관
14444,KM00006763,(만화) 슘페터 자본주의 사회주의 민주주의,손기화 글;김강섭 그림,주니어김영사,2009,082 서66 v.29,2010-01-30,대출가능,도서관
14445,KM00006762,(만화) 중용,이수석 글;진선규 그림,주니어김영사,2009,082 서66 v.28,2010-01-30,대출가능,도서관
14446,KM00006761,(만화) 뉴턴 프린키피아,송은영 글;홍소진 그림,주니어김영사,2009,082 서66 v.27,2010-01-30,대출가능,도서관
14447,KM00006760,(만화) 존 로크 정부론,이근용 글;주경훈 그림,주니어김영사,2009,082 서66 v.26,2010-01-30,대출가능,도서관
14448,KM00006759,(만화) 막스 베버 프로테스탄트 윤리와 자본주의 정신,윤원근 글;김혜은 그림,주니어김영사,2009,082 서66 v.25,2010-01-30,대출가능,도서관
14449,KM00006758,(만화) 박은식 한국통사,윤민정 글;김용회 그림,주니어김영사,2009,082 서66 v.24,2010-01-30,대출가능,도서관
14450,KM00006757,(만화) 대학,허경대 글;이주한 그림,주니어김영사,2009,082 서66 v.23,2010-01-30,대출가능,도서관
14451,KM00006756,(만화) 프로이트 꿈의 해석,최현석 글;이상윤 그림,주니어김영사,2009,082 서66 v.22,2010-01-30,대출가능,도서관
14452,KM00006755,(만화) 최제우 동경대전,곽은우 글;김분묘 그림,주니어김영사,2009,082 서66 v.21,2010-01-30,대출가능,도서관
14453,KM00006754,(만화) 유성룡 징비록,박교영 글;이동철 그림,주니어김영사,2008,082 서66 v.20,2010-01-30,대출가능,도서관
14454,KM00006753,(만화) 이중환 택리지,전근완 글;김강섭 그림,주니어김영사,2008,082 서66 v.19,2010-01-30,대출가능,도서관
14455,KM00006752,(만화) 베이컨 신논리학,홍성자 글;김광옥 그림,주니어김영사,2008,082 서66 v.18,2010-01-30,대출가능,도서관
14456,KM00006751,(만화) 몽테스키외 법의 정신,윤원근 글;최우빈 그림,주니어김영사,2008,082 서66 v.17,2010-01-30,대출가능,도서관
14457,KM00006750,(만화) 베르그송 창조적 진화,윤원근 글;이남고 그림,주니어김영사,2008,082 서66 v.16,2010-01-30,대출가능,도서관
14458,KM00006749,(만화) 갈릴레이 두 우주 체계에 대한 대화,정창훈 글;유희석 그림,주니어김영사,2008,082 서66 v.15,2010-01-30,대출가능,도서관
14459,KM00006748,(만화) 데카르트 방법서설,박철호 글;이대종 그림,주니어김영사,2008,082 서66 v.14,2010-01-30,대출가능,도서관
14460,KM00006747,(만화) 이익 성호사설,김태완 글;김인호 그림,주니어김영사,2008,082 서66 v.13,2010-01-30,대출가능,도서관
14461,KM00006746,(만화) 애덤 스미스 국부론,손기화 글;남기영 그림,주니어김영사,2008,082 서66 v.12,2010-01-30,대출가능,도서관
14462,KM00006745,(만화) 홉스 리바이어던,손기화 글;주경훈 그림,주니어김영사,2008,082 서66 v.11,2010-01-30,대출가능,도서관
